"urn:cite:oldpersian:img.jackson_page3@0.1842,0.2522,0.6877,0.0907",urn:cts:oldpersian:D.Wb.hcxlit:1
"urn:cite:oldpersian:img.jackson_page3@0.1722,0.3198,0.7097,0.078",urn:cts:oldpersian:D.Wb.hcxlit:2
